index,geneSymbols,ensembl
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,"['BCAT1', 'BCAT2', 'IARS1', 'IARS2', 'LARS1', 'LARS2', 'PDHA1', 'PDHA2', 'PDHB', 'VARS1', 'VARS2']","['ENSG00000060982', 'ENSG00000105552', 'ENSG00000196305', 'ENSG00000067704', 'ENSG00000133706', 'ENSG00000011376', 'ENSG00000131828', 'ENSG00000163114', 'ENSG00000168291', 'ENSG00000204394', 'ENSG00000137411']"
KEGG_LYSINE_DEGRADATION,"['AADAT', 'AASDH', 'AASDHPPT', 'AASS', 'ACAT1', 'ACAT2', 'ALDH1B1', 'ALDH2', 'ALDH3A2', 'ALDH7A1', 'ALDH9A1', 'ASH1L', 'BBOX1', 'DLST', 'DOT1L', 'ECHS1', 'EHHADH', 'EHMT1', 'EHMT2', 'GCDH', 'HADH', 'HADHA', 'KMT5A', 'KMT5B', 'KMT5C', 'NSD1', 'NSD2', 'NSD3', 'OGDH', 'OGDHL', 'PIPOX', 'PLOD1', 'PLOD2', 'PLOD3', 'SETD1A', 'SETD1B', 'SETD2', 'SETD7', 'SETDB1', 'SETDB2', 'SETMAR', 'SUV39H1', 'SUV39H2', 'TMLHE']","['ENSG00000109576', 'ENSG00000157426', 'ENSG00000149313', 'ENSG00000008311', 'ENSG00000075239', 'ENSG00000120437', 'ENSG00000137124', 'ENSG00000111275', 'ENSG00000072210', 'ENSG00000164904', 'ENSG00000143149', 'ENSG00000116539', 'ENSG00000129151', 'ENSG00000119689', 'ENSG00000104885', 'ENSG00000127884', 'ENSG00000113790', 'ENSG00000181090', 'ENSG00000204371', 'ENSG00000105607', 'ENSG00000138796', 'ENSG00000084754', 'ENSG00000183955', 'ENSG00000110066', 'ENSG00000133247', 'ENSG00000165671', 'ENSG00000109685', 'ENSG00000147548', 'ENSG00000105953', 'ENSG00000197444', 'ENSG00000179761', 'ENSG00000083444', 'ENSG00000152952', 'ENSG00000106397', 'ENSG00000099381', 'ENSG00000139718', 'ENSG00000181555', 'ENSG00000145391', 'ENSG00000143379', 'ENSG00000136169', 'ENSG00000170364', 'ENSG00000101945', 'ENSG00000152455', 'ENSG00000185973']"
KEGG_ARGININE_AND_PROLINE_METABOLISM,"['ACY1', 'AGMAT', 'ALDH18A1', 'ALDH1B1', 'ALDH2', 'ALDH3A2', 'ALDH4A1', 'ALDH7A1', 'ALDH9A1', 'AMD1', 'AOC1', 'ARG1', 'ARG2', 'ASL', 'ASS1', 'AZIN2', 'CKB', 'CKM', 'CKMT1A', 'CKMT1B', 'CKMT2', 'CPS1', 'DAO', 'GAMT', 'GATM', 'GLS', 'GLS2', 'GLUD1', 'GLUD2', 'GLUL', 'GOT1', 'GOT2', 'LAP3', 'MAOA', 'MAOB', 'NAGS', 'NOS1', 'NOS2', 'NOS3', 'OAT', 'ODC1', 'OTC', 'P4HA1', 'P4HA2', 'P4HA3', 'PRODH', 'PRODH2', 'PYCR1', 'PYCR2', 'PYCR3', 'SAT1', 'SAT2', 'SMS', 'SRM']","['ENSG00000243989', 'ENSG00000116771', 'ENSG00000059573', 'ENSG00000137124', 'ENSG00000111275', 'ENSG00000072210', 'ENSG00000159423', 'ENSG00000164904', 'ENSG00000143149', 'ENSG00000123505', 'ENSG00000002726', 'ENSG00000118520', 'ENSG00000081181', 'ENSG00000126522', 'ENSG00000130707', 'ENSG00000142920', 'ENSG00000166165', 'ENSG00000104879', 'ENSG00000223572', 'ENSG00000237289', 'ENSG00000131730', 'ENSG00000021826', 'ENSG00000110887', 'ENSG00000130005', 'ENSG00000171766', 'ENSG00000115419', 'ENSG00000135423', 'ENSG00000148672', 'ENSG00000182890', 'ENSG00000135821', 'ENSG00000120053', 'ENSG00000125166', 'ENSG00000002549', 'ENSG00000189221', 'ENSG00000069535', 'ENSG00000161653', 'ENSG00000089250', 'ENSG00000007171', 'ENSG00000164867', 'ENSG00000065154', 'ENSG00000115758', 'ENSG00000036473', 'ENSG00000122884', 'ENSG00000072682', 'ENSG00000149380', 'ENSG00000100033', 'ENSG00000250799', 'ENSG00000183010', 'ENSG00000143811', 'ENSG00000104524', 'ENSG00000130066', 'ENSG00000141504', 'ENSG00000102172', 'ENSG00000116649']"
KEGG_HISTIDINE_METABOLISM,"['ACY3', 'ALDH1A3', 'ALDH1B1', 'ALDH2', 'ALDH3A1', 'ALDH3A2', 'ALDH3B1', 'ALDH3B2', 'ALDH7A1', 'ALDH9A1', 'AMDHD1', 'AOC1', 'ASPA', 'BUD23', 'CNDP1', 'DDC', 'FTCD', 'HAL', 'HDC', 'HEMK1', 'HNMT', 'LCMT1', 'LCMT2', 'MAOA', 'MAOB', 'METTL2B', 'METTL6', 'TRMT11', 'UROC1']","['ENSG00000132744', 'ENSG00000184254', 'ENSG00000137124', 'ENSG00000111275', 'ENSG00000108602', 'ENSG00000072210', 'ENSG00000006534', 'ENSG00000132746', 'ENSG00000164904', 'ENSG00000143149', 'ENSG00000139344', 'ENSG00000002726', 'ENSG00000108381', 'ENSG00000071462', 'ENSG00000150656', 'ENSG00000132437', 'ENSG00000281775', 'ENSG00000084110', 'ENSG00000140287', 'ENSG00000114735', 'ENSG00000150540', 'ENSG00000205629', 'ENSG00000168806', 'ENSG00000189221', 'ENSG00000069535', 'ENSG00000165055', 'ENSG00000206562', 'ENSG00000066651', 'ENSG00000159650']"
KEGG_TYROSINE_METABOLISM,"['ADH1A', 'ADH1B', 'ADH1C', 'ADH4', 'ADH5', 'ADH6', 'ADH7', 'ALDH1A3', 'ALDH3A1', 'ALDH3B1', 'ALDH3B2', 'AOC2', 'AOC3', 'AOX1', 'BUD23', 'COMT', 'DBH', 'DCT', 'DDC', 'FAH', 'GOT1', 'GOT2', 'GSTZ1', 'HEMK1', 'HGD', 'HPD', 'IL4I1', 'LCMT1', 'LCMT2', 'MAOA', 'MAOB', 'METTL2B', 'METTL6', 'MIF', 'NAA80', 'PNMT', 'TAT', 'TH', 'TPO', 'TRMT11', 'TYR', 'TYRP1']","['ENSG00000187758', 'ENSG00000196616', 'ENSG00000248144', 'ENSG00000198099', 'ENSG00000197894', 'ENSG00000172955', 'ENSG00000196344', 'ENSG00000184254', 'ENSG00000108602', 'ENSG00000006534', 'ENSG00000132746', 'ENSG00000131480', 'ENSG00000131471', 'ENSG00000138356', 'ENSG00000071462', 'ENSG00000093010', 'ENSG00000123454', 'ENSG00000080166', 'ENSG00000132437', 'ENSG00000103876', 'ENSG00000120053', 'ENSG00000125166', 'ENSG00000100577', 'ENSG00000114735', 'ENSG00000113924', 'ENSG00000158104', 'ENSG00000104951', 'ENSG00000205629', 'ENSG00000168806', 'ENSG00000189221', 'ENSG00000069535', 'ENSG00000165055', 'ENSG00000206562', 'ENSG00000276701', 'ENSG00000243477', 'ENSG00000141744', 'ENSG00000198650', 'ENSG00000180176', 'ENSG00000115705', 'ENSG00000066651', 'ENSG00000077498', 'ENSG00000107165']"
KEGG_PHENYLALANINE_METABOLISM,"['ALDH1A3', 'ALDH3A1', 'ALDH3B1', 'ALDH3B2', 'AOC2', 'AOC3', 'DDC', 'GOT1', 'GOT2', 'HPD', 'IL4I1', 'MAOA', 'MAOB', 'MIF', 'NAA80', 'PAH', 'PRDX6', 'TAT']","['ENSG00000184254', 'ENSG00000108602', 'ENSG00000006534', 'ENSG00000132746', 'ENSG00000131480', 'ENSG00000131471', 'ENSG00000132437', 'ENSG00000120053', 'ENSG00000125166', 'ENSG00000158104', 'ENSG00000104951', 'ENSG00000189221', 'ENSG00000069535', 'ENSG00000276701', 'ENSG00000243477', 'ENSG00000171759', 'ENSG00000117592', 'ENSG00000198650']"
KEGG_TRYPTOPHAN_METABOLISM,"['AADAT', 'AANAT', 'ACAT1', 'ACAT2', 'ACMSD', 'AFMID', 'ALDH1B1', 'ALDH2', 'ALDH3A2', 'ALDH7A1', 'ALDH9A1', 'AOC1', 'AOX1', 'ASMT', 'CAT', 'CYP1A1', 'CYP1A2', 'CYP1B1', 'DDC', 'ECHS1', 'EHHADH', 'GCDH', 'HAAO', 'HADH', 'HADHA', 'IDO1', 'IDO2', 'IL4I1', 'INMT', 'KMO', 'KYNU', 'MAOA', 'MAOB', 'OGDH', 'OGDHL', 'TDO2', 'TPH1', 'TPH2', 'WARS1', 'WARS2']","['ENSG00000109576', 'ENSG00000129673', 'ENSG00000075239', 'ENSG00000120437', 'ENSG00000153086', 'ENSG00000183077', 'ENSG00000137124', 'ENSG00000111275', 'ENSG00000072210', 'ENSG00000164904', 'ENSG00000143149', 'ENSG00000002726', 'ENSG00000138356', 'ENSG00000196433', 'ENSG00000121691', 'ENSG00000140465', 'ENSG00000140505', 'ENSG00000138061', 'ENSG00000132437', 'ENSG00000127884', 'ENSG00000113790', 'ENSG00000105607', 'ENSG00000162882', 'ENSG00000138796', 'ENSG00000084754', 'ENSG00000131203', 'ENSG00000188676', 'ENSG00000104951', 'ENSG00000241644', 'ENSG00000117009', 'ENSG00000115919', 'ENSG00000189221', 'ENSG00000069535', 'ENSG00000105953', 'ENSG00000197444', 'ENSG00000151790', 'ENSG00000129167', 'ENSG00000139287', 'ENSG00000140105', 'ENSG00000116874']"
KEGG_BETA_ALANINE_METABOLISM,"['ABAT', 'ACADM', 'ALDH1B1', 'ALDH2', 'ALDH3A2', 'ALDH7A1', 'ALDH9A1', 'AOC2', 'AOC3', 'CNDP1', 'DPYD', 'DPYS', 'ECHS1', 'EHHADH', 'GAD1', 'GAD2', 'HADHA', 'HIBCH', 'MLYCD', 'SMS', 'SRM', 'UPB1']","['ENSG00000183044', 'ENSG00000117054', 'ENSG00000137124', 'ENSG00000111275', 'ENSG00000072210', 'ENSG00000164904', 'ENSG00000143149', 'ENSG00000131480', 'ENSG00000131471', 'ENSG00000150656', 'ENSG00000188641', 'ENSG00000147647', 'ENSG00000127884', 'ENSG00000113790', 'ENSG00000128683', 'ENSG00000136750', 'ENSG00000084754', 'ENSG00000198130', 'ENSG00000103150', 'ENSG00000102172', 'ENSG00000116649', 'ENSG00000100024']"
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,"['ADO', 'BAAT', 'CDO1', 'CSAD', 'GAD1', 'GAD2', 'GGT1', 'GGT5', 'GGT6', 'GGT7']","['ENSG00000181915', 'ENSG00000276559', 'ENSG00000129596', 'ENSG00000139631', 'ENSG00000128683', 'ENSG00000136750', 'ENSG00000100031', 'ENSG00000099998', 'ENSG00000167741', 'ENSG00000131067']"
KEGG_SELENOAMINO_ACID_METABOLISM,"['AHCY', 'AHCYL1', 'AHCYL2', 'BUD23', 'CBS', 'CTH', 'GGT1', 'GGT5', 'GGT6', 'GGT7', 'HEMK1', 'LCMT1', 'LCMT2', 'MARS1', 'MARS2', 'MAT1A', 'MAT2A', 'MAT2B', 'METTL2B', 'METTL6', 'PAPSS1', 'PAPSS2', 'SCLY', 'SEPHS1', 'SEPHS2', 'TRMT11']","['ENSG00000101444', 'ENSG00000168710', 'ENSG00000158467', 'ENSG00000071462', 'ENSG00000160200', 'ENSG00000116761', 'ENSG00000100031', 'ENSG00000099998', 'ENSG00000167741', 'ENSG00000131067', 'ENSG00000114735', 'ENSG00000205629', 'ENSG00000168806', 'ENSG00000166986', 'ENSG00000247626', 'ENSG00000151224', 'ENSG00000168906', 'ENSG00000038274', 'ENSG00000165055', 'ENSG00000206562', 'ENSG00000138801', 'ENSG00000198682', 'ENSG00000132330', 'ENSG00000086475', 'ENSG00000179918', 'ENSG00000066651']"
KEGG_GLUTATHIONE_METABOLISM,"['ANPEP', 'G6PD', 'GCLC', 'GCLM', 'GGCT', 'GGT1', 'GGT5', 'GGT6', 'GGT7', 'GPX1', 'GPX2', 'GPX3', 'GPX4', 'GPX5', 'GPX6', 'GPX7', 'GSR', 'GSS', 'GSTA1', 'GSTA2', 'GSTA3', 'GSTA4', 'GSTA5', 'GSTK1', 'GSTM1', 'GSTM2', 'GSTM3', 'GSTM4', 'GSTM5', 'GSTO1', 'GSTO2', 'GSTP1', 'GSTT1', 'GSTT2', 'GSTZ1', 'IDH1', 'IDH2', 'LAP3', 'MGST1', 'MGST2', 'MGST3', 'ODC1', 'OPLAH', 'PGD', 'RRM1', 'RRM2', 'RRM2B', 'SMS', 'SRM', 'TXNDC12']","['ENSG00000166825', 'ENSG00000160211', 'ENSG00000001084', 'ENSG00000023909', 'ENSG00000006625', 'ENSG00000100031', 'ENSG00000099998', 'ENSG00000167741', 'ENSG00000131067', 'ENSG00000233276', 'ENSG00000176153', 'ENSG00000211445', 'ENSG00000167468', 'ENSG00000257770', 'ENSG00000198704', 'ENSG00000116157', 'ENSG00000104687', 'ENSG00000100983', 'ENSG00000243955', 'ENSG00000244067', 'ENSG00000174156', 'ENSG00000170899', 'ENSG00000182793', 'ENSG00000197448', 'ENSG00000134184', 'ENSG00000213366', 'ENSG00000134202', 'ENSG00000168765', 'ENSG00000134201', 'ENSG00000148834', 'ENSG00000065621', 'ENSG00000084207', 'ENSG00000277656', 'ENSG00000099984', 'ENSG00000100577', 'ENSG00000138413', 'ENSG00000182054', 'ENSG00000002549', 'ENSG00000008394', 'ENSG00000085871', 'ENSG00000143198', 'ENSG00000115758', 'ENSG00000178814', 'ENSG00000142657', 'ENSG00000167325', 'ENSG00000171848', 'ENSG00000048392', 'ENSG00000102172', 'ENSG00000116649', 'ENSG00000117862']"
KEGG_STARCH_AND_SUCROSE_METABOLISM,"['AGL', 'AMY1A', 'AMY1B', 'AMY1C', 'AMY2A', 'AMY2B', 'ENPP1', 'ENPP3', 'G6PC1', 'G6PC2', 'GAA', 'GANC', 'GBA3', 'GBE1', 'GCK', 'GPI', 'GUSB', 'GYS1', 'GYS2', 'HK1', 'HK2', 'HK3', 'MGAM', 'PGM1', 'PGM2', 'PGM2L1', 'PYGB', 'PYGL', 'PYGM', 'SI', 'TREH', 'UGDH', 'UGP2', 'UGT1A1', 'UGT1A10', 'UGT1A3', 'UGT1A4', 'UGT1A5', 'UGT1A6', 'UGT1A7', 'UGT1A8', 'UGT1A9', 'UGT2A1', 'UGT2A3', 'UGT2B10', 'UGT2B11', 'UGT2B15', 'UGT2B17', 'UGT2B28', 'UGT2B4', 'UGT2B7', 'UXS1']","['ENSG00000162688', 'ENSG00000237763', 'ENSG00000174876', 'ENSG00000187733', 'ENSG00000243480', 'ENSG00000240038', 'ENSG00000197594', 'ENSG00000154269', 'ENSG00000131482', 'ENSG00000152254', 'ENSG00000171298', 'ENSG00000214013', 'ENSG00000249948', 'ENSG00000114480', 'ENSG00000106633', 'ENSG00000105220', 'ENSG00000169919', 'ENSG00000104812', 'ENSG00000111713', 'ENSG00000156515', 'ENSG00000159399', 'ENSG00000160883', 'ENSG00000257335', 'ENSG00000079739', 'ENSG00000169299', 'ENSG00000165434', 'ENSG00000100994', 'ENSG00000100504', 'ENSG00000068976', 'ENSG00000090402', 'ENSG00000118094', 'ENSG00000109814', 'ENSG00000169764', 'ENSG00000241635', 'ENSG00000242515', 'ENSG00000288702', 'ENSG00000244474', 'ENSG00000288705', 'ENSG00000167165', 'ENSG00000244122', 'ENSG00000242366', 'ENSG00000241119', 'ENSG00000173610', 'ENSG00000278216', 'ENSG00000275190', 'ENSG00000213759', 'ENSG00000196620', 'ENSG00000197888', 'ENSG00000135226', 'ENSG00000156096', 'ENSG00000171234', 'ENSG00000115652']"
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,"['AMDHD2', 'CHIA', 'CHIT1', 'CMAS', 'CYB5R1', 'CYB5R3', 'FCSK', 'FPGT', 'GALE', 'GALK1', 'GALK2', 'GALT', 'GCK', 'GFPT1', 'GFPT2', 'GFUS', 'GMDS', 'GMPPA', 'GMPPB', 'GNE', 'GNPDA1', 'GNPDA2', 'GNPNAT1', 'GPI', 'HEXA', 'HEXB', 'HK1', 'HK2', 'HK3', 'MPI', 'NAGK', 'NANP', 'NANS', 'NPL', 'PGM1', 'PGM2', 'PGM3', 'PMM1', 'PMM2', 'RENBP', 'UAP1', 'UGDH', 'UGP2', 'UXS1']","['ENSG00000162066', 'ENSG00000134216', 'ENSG00000133063', 'ENSG00000111726', 'ENSG00000159348', 'ENSG00000100243', 'ENSG00000157353', 'ENSG00000254685', 'ENSG00000117308', 'ENSG00000108479', 'ENSG00000156958', 'ENSG00000213930', 'ENSG00000106633', 'ENSG00000198380', 'ENSG00000131459', 'ENSG00000104522', 'ENSG00000112699', 'ENSG00000144591', 'ENSG00000173540', 'ENSG00000159921', 'ENSG00000113552', 'ENSG00000163281', 'ENSG00000100522', 'ENSG00000105220', 'ENSG00000213614', 'ENSG00000049860', 'ENSG00000156515', 'ENSG00000159399', 'ENSG00000160883', 'ENSG00000178802', 'ENSG00000124357', 'ENSG00000170191', 'ENSG00000095380', 'ENSG00000135838', 'ENSG00000079739', 'ENSG00000169299', 'ENSG00000013375', 'ENSG00000100417', 'ENSG00000140650', 'ENSG00000102032', 'ENSG00000117143', 'ENSG00000109814', 'ENSG00000169764', 'ENSG00000115652']"
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,"['B3GALT6', 'B3GAT1', 'B3GAT2', 'B3GAT3', 'B4GALT7', 'CHPF', 'CHPF2', 'CHST11', 'CHST12', 'CHST13', 'CHST14', 'CHST15', 'CHST3', 'CHST7', 'CHSY1', 'CHSY3', 'CSGALNACT1', 'CSGALNACT2', 'DSE', 'UST', 'XYLT1', 'XYLT2']","['ENSG00000176022', 'ENSG00000109956', 'ENSG00000112309', 'ENSG00000149541', 'ENSG00000027847', 'ENSG00000123989', 'ENSG00000033100', 'ENSG00000171310', 'ENSG00000136213', 'ENSG00000180767', 'ENSG00000169105', 'ENSG00000182022', 'ENSG00000122863', 'ENSG00000147119', 'ENSG00000131873', 'ENSG00000198108', 'ENSG00000147408', 'ENSG00000169826', 'ENSG00000111817', 'ENSG00000111962', 'ENSG00000103489', 'ENSG00000015532']"
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,"['B3GALT6', 'B3GAT1', 'B3GAT2', 'B3GAT3', 'B4GALT7', 'EXT1', 'EXT2', 'EXTL1', 'EXTL2', 'EXTL3', 'GLCE', 'HS2ST1', 'HS3ST1', 'HS3ST2', 'HS3ST3A1', 'HS3ST3B1', 'HS3ST5', 'HS6ST1', 'HS6ST2', 'HS6ST3', 'NDST1', 'NDST2', 'NDST3', 'NDST4', 'XYLT1', 'XYLT2']","['ENSG00000176022', 'ENSG00000109956', 'ENSG00000112309', 'ENSG00000149541', 'ENSG00000027847', 'ENSG00000182197', 'ENSG00000151348', 'ENSG00000158008', 'ENSG00000162694', 'ENSG00000012232', 'ENSG00000138604', 'ENSG00000153936', 'ENSG00000002587', 'ENSG00000122254', 'ENSG00000153976', 'ENSG00000125430', 'ENSG00000249853', 'ENSG00000136720', 'ENSG00000171004', 'ENSG00000185352', 'ENSG00000070614', 'ENSG00000166507', 'ENSG00000164100', 'ENSG00000138653', 'ENSG00000103489', 'ENSG00000015532']"
KEGG_INOSITOL_PHOSPHATE_METABOLISM,"['ALDH6A1', 'CDIPT', 'IMPA1', 'IMPA2', 'INPP1', 'INPP4A', 'INPP4B', 'INPP5A', 'INPP5B', 'INPP5E', 'INPP5J', 'INPP5K', 'INPPL1', 'IPMK', 'IPPK', 'ISYNA1', 'ITPK1', 'ITPKA', 'ITPKB', 'MINPP1', 'MIOX', 'OCRL', 'PI4KA', 'PI4KB', 'PIK3C2A', 'PIK3C2B', 'PIK3C2G', 'PIK3C3', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3CG', 'PIKFYVE', 'PIP4K2A', 'PIP4K2B', 'PIP4K2C', 'PIP5K1A', 'PIP5K1B', 'PIP5K1C', 'PLCB1', 'PLCB2', 'PLCB3', 'PLCB4', 'PLCD1', 'PLCD3', 'PLCD4', 'PLCE1', 'PLCG1', 'PLCG2', 'PLCZ1', 'PTEN', 'SYNJ1', 'SYNJ2', 'TPI1']","['ENSG00000119711', 'ENSG00000103502', 'ENSG00000133731', 'ENSG00000141401', 'ENSG00000151689', 'ENSG00000040933', 'ENSG00000109452', 'ENSG00000068383', 'ENSG00000204084', 'ENSG00000148384', 'ENSG00000185133', 'ENSG00000132376', 'ENSG00000165458', 'ENSG00000151151', 'ENSG00000127080', 'ENSG00000105655', 'ENSG00000100605', 'ENSG00000137825', 'ENSG00000143772', 'ENSG00000107789', 'ENSG00000100253', 'ENSG00000122126', 'ENSG00000241973', 'ENSG00000143393', 'ENSG00000011405', 'ENSG00000133056', 'ENSG00000139144', 'ENSG00000078142', 'ENSG00000121879', 'ENSG00000051382', 'ENSG00000171608', 'ENSG00000105851', 'ENSG00000115020', 'ENSG00000150867', 'ENSG00000276293', 'ENSG00000166908', 'ENSG00000143398', 'ENSG00000107242', 'ENSG00000186111', 'ENSG00000182621', 'ENSG00000137841', 'ENSG00000149782', 'ENSG00000101333', 'ENSG00000187091', 'ENSG00000161714', 'ENSG00000115556', 'ENSG00000138193', 'ENSG00000124181', 'ENSG00000197943', 'ENSG00000139151', 'ENSG00000171862', 'ENSG00000159082', 'ENSG00000078269', 'ENSG00000111669']"
KEGG_PYRUVATE_METABOLISM,"['ACACA', 'ACACB', 'ACAT1', 'ACAT2', 'ACOT12', 'ACSS1', 'ACSS2', 'ACYP1', 'ACYP2', 'AKR1B1', 'ALDH1B1', 'ALDH2', 'ALDH3A2', 'ALDH7A1', 'ALDH9A1', 'DLAT', 'DLD', 'GLO1', 'GRHPR', 'HAGH', 'HAGHL', 'LDHA', 'LDHAL6A', 'LDHAL6B', 'LDHB', 'LDHC', 'LDHD', 'MDH1', 'MDH2', 'ME1', 'ME2', 'ME3', 'PC', 'PCK1', 'PCK2', 'PDHA1', 'PDHA2', 'PDHB', 'PKLR', 'PKM']","['ENSG00000278540', 'ENSG00000076555', 'ENSG00000075239', 'ENSG00000120437', 'ENSG00000172497', 'ENSG00000154930', 'ENSG00000131069', 'ENSG00000119640', 'ENSG00000170634', 'ENSG00000085662', 'ENSG00000137124', 'ENSG00000111275', 'ENSG00000072210', 'ENSG00000164904', 'ENSG00000143149', 'ENSG00000150768', 'ENSG00000091140', 'ENSG00000124767', 'ENSG00000137106', 'ENSG00000063854', 'ENSG00000103253', 'ENSG00000134333', 'ENSG00000166800', 'ENSG00000171989', 'ENSG00000111716', 'ENSG00000166796', 'ENSG00000166816', 'ENSG00000014641', 'ENSG00000146701', 'ENSG00000065833', 'ENSG00000082212', 'ENSG00000151376', 'ENSG00000173599', 'ENSG00000124253', 'ENSG00000100889', 'ENSG00000131828', 'ENSG00000163114', 'ENSG00000168291', 'ENSG00000143627', 'ENSG00000067225']"
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,"['ACO1', 'ACO2', 'AFMID', 'CS', 'GLYCTK', 'GRHPR', 'HAO1', 'HAO2', 'HYI', 'MDH1', 'MDH2', 'MTHFD1', 'MTHFD1L', 'MTHFD2', 'MTHFD2L', 'PGP']","['ENSG00000122729', 'ENSG00000100412', 'ENSG00000183077', 'ENSG00000062485', 'ENSG00000168237', 'ENSG00000137106', 'ENSG00000101323', 'ENSG00000116882', 'ENSG00000178922', 'ENSG00000014641', 'ENSG00000146701', 'ENSG00000100714', 'ENSG00000120254', 'ENSG00000065911', 'ENSG00000163738', 'ENSG00000184207']"
KEGG_PROPANOATE_METABOLISM,"['ABAT', 'ACACA', 'ACACB', 'ACADM', 'ACAT1', 'ACAT2', 'ACSS1', 'ACSS2', 'ACSS3', 'ALDH1B1', 'ALDH2', 'ALDH3A2', 'ALDH6A1', 'ALDH7A1', 'ALDH9A1', 'ECHS1', 'EHHADH', 'HADHA', 'HIBCH', 'LDHA', 'LDHAL6A', 'LDHAL6B', 'LDHB', 'LDHC', 'MCEE', 'MLYCD', 'MMUT', 'PCCA', 'PCCB', 'SUCLA2', 'SUCLG1', 'SUCLG2', 'SUCLG2P2']","['ENSG00000183044', 'ENSG00000278540', 'ENSG00000076555', 'ENSG00000117054', 'ENSG00000075239', 'ENSG00000120437', 'ENSG00000154930', 'ENSG00000131069', 'ENSG00000111058', 'ENSG00000137124', 'ENSG00000111275', 'ENSG00000072210', 'ENSG00000119711', 'ENSG00000164904', 'ENSG00000143149', 'ENSG00000127884', 'ENSG00000113790', 'ENSG00000084754', 'ENSG00000198130', 'ENSG00000134333', 'ENSG00000166800', 'ENSG00000171989', 'ENSG00000111716', 'ENSG00000166796', 'ENSG00000124370', 'ENSG00000103150', 'ENSG00000146085', 'ENSG00000175198', 'ENSG00000114054', 'ENSG00000136143', 'ENSG00000163541', 'ENSG00000172340', 'ENSG00000236349']"
KEGG_BUTANOATE_METABOLISM,"['AACS', 'ABAT', 'ACADS', 'ACAT1', 'ACAT2', 'ACSM1', 'ACSM2A', 'ACSM3', 'ACSM4', 'ACSM5', 'AKR1B10', 'ALDH1B1', 'ALDH2', 'ALDH3A2', 'ALDH5A1', 'ALDH7A1', 'ALDH9A1', 'BDH1', 'BDH2', 'ECHS1', 'EHHADH', 'GAD1', 'GAD2', 'HADH', 'HADHA', 'HMGCL', 'HMGCS1', 'HMGCS2', 'L2HGDH', 'OXCT1', 'OXCT2', 'PDHA1', 'PDHA2', 'PDHB']","['ENSG00000081760', 'ENSG00000183044', 'ENSG00000122971', 'ENSG00000075239', 'ENSG00000120437', 'ENSG00000166743', 'ENSG00000183747', 'ENSG00000005187', 'ENSG00000215009', 'ENSG00000183549', 'ENSG00000198074', 'ENSG00000137124', 'ENSG00000111275', 'ENSG00000072210', 'ENSG00000112294', 'ENSG00000164904', 'ENSG00000143149', 'ENSG00000161267', 'ENSG00000164039', 'ENSG00000127884', 'ENSG00000113790', 'ENSG00000128683', 'ENSG00000136750', 'ENSG00000138796', 'ENSG00000084754', 'ENSG00000117305', 'ENSG00000112972', 'ENSG00000134240', 'ENSG00000087299', 'ENSG00000083720', 'ENSG00000198754', 'ENSG00000131828', 'ENSG00000163114', 'ENSG00000168291']"
KEGG_ONE_CARBON_POOL_BY_FOLATE,"['ALDH1L1', 'AMT', 'ATIC', 'DHFR', 'FTCD', 'GART', 'MTFMT', 'MTHFD1', 'MTHFD1L', 'MTHFD2', 'MTHFD2L', 'MTHFR', 'MTHFS', 'MTR', 'SHMT1', 'SHMT2', 'TYMS']","['ENSG00000144908', 'ENSG00000145020', 'ENSG00000138363', 'ENSG00000228716', 'ENSG00000281775', 'ENSG00000262473', 'ENSG00000103707', 'ENSG00000100714', 'ENSG00000120254', 'ENSG00000065911', 'ENSG00000163738', 'ENSG00000177000', 'ENSG00000136371', 'ENSG00000116984', 'ENSG00000176974', 'ENSG00000182199', 'ENSG00000176890']"
KEGG_FOLATE_BIOSYNTHESIS,"['ALPG', 'ALPI', 'ALPL', 'ALPP', 'DHFR', 'FPGS', 'GCH1', 'GGH', 'PTS', 'QDPR', 'SPR']","['ENSG00000163286', 'ENSG00000163295', 'ENSG00000162551', 'ENSG00000163283', 'ENSG00000228716', 'ENSG00000136877', 'ENSG00000131979', 'ENSG00000137563', 'ENSG00000150787', 'ENSG00000151552', 'ENSG00000116096']"
